Data Source	World Development Indicators			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Adjusted net savings, excluding particulate emission damage (% of GNI)"	NY.ADJ.SVNX.GN.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	14.08445122	13.40645661	14.67939579	14.61426365	14.80482378	15.75094776	13.8778909	11.10882648	11.45025069	9.684683682	10.63998091	10.05101456	10.6720733	11.34732623	11.30920897	11.65671905	11.30472295	11.64643357	\N
Belgium	BEL	Adjusted savings: energy depletion (% of GNI)	NY.ADJ.DNGY.GN.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.005405525	0.005706117	0.004269582	0.003192628	0.005406958	0.010906606	0.011481603	0.009736556	0.007069994	0.005976975	0.006298034	0.009303495	0.011510999	0.008751465	0.00780621	0.007179196	0.003312102	0.001267379	0.000307686	0.000109991	0.000219504	0.000133762	3.57682E-05	2.43755E-05	4.57404E-06	9.17709E-07	9.84572E-06	8.16354E-07	0	6.78804E-07	2.28405E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	\N
Belgium	BEL	"Services, value added (current LCU)"	NV.SRV.TOTL.CN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	1.32169E+11	1.34073E+11	1.39099E+11	1.4571E+11	1.53657E+11	1.6166E+11	1.69606E+11	1.76737E+11	1.83658E+11	1.93659E+11	2.04235E+11	2.15084E+11	2.26974E+11	2.35518E+11	2.35903E+11	2.45692E+11	2.55556E+11	2.64526E+11	2.70191E+11	2.78722E+11	2.88477E+11	2.98374E+11	3.08467E+11	3.20303E+11	3.31995E+11	3.17913E+11
Belgium	BEL	"Manufacturing, value added (constant LCU)"	NV.IND.MANF.KN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	39523000000	40649100000	43200300000	44500500000	44827200000	47364300000	47700300000	47899900000	47804200000	50237600000	51567500000	50370600000	53565700000	51775900000	47264100000	50145200000	50210000000	49420300000	49932200000	51488500000	52893300000	52023600000	52822000000	52757300000	54661000000	52645400000
Belgium	BEL	External balance on goods and services (% of GDP)	NE.RSB.GNFS.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	2.185251008	1.950845421	3.06011725	1.919793689	0.515638509	0.308324456	0.29300729	-0.663022299	-0.789315579	-1.728093545	-2.820886816	-2.094308031	-1.718725934	0.395690649	0.593968331	1.031668744	2.239075131	1.816426211	2.393219894	2.196565191	1.759530837	1.869172048	2.548573162	3.202745318	3.617618657	3.850175615	3.172006154	3.884222105	3.639567405	3.956128491	2.864655249	3.647078006	5.577445903	5.357464184	4.894149546	4.036607173	4.042484811	4.13516253	0.67279216	2.261966885	1.702455884	-0.09899784	0.062950784	0.797851761	0.818802228	1.418017794	1.194204964	1.03898415	-0.241441091	0.655302705	1.40612822
Belgium	BEL	Changes in inventories (constant LCU)	NE.GDI.STKB.KN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	Exports of goods and services (current US$)	NE.EXP.GNFS.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	12006111335	13052184853	16423224269	22932275926	29637776512	30156821323	34528907001	39354961171	46332075061	58067512383	63563403228	56620736636	53510783154	52655467456	53687392488	53878264148	68750421709	83463311723	96418786615	1.0439E+11	1.26512E+11	1.2679E+11	1.38073E+11	1.26086E+11	1.43073E+11	1.73145E+11	1.7085E+11	1.63721E+11	1.65909E+11	1.66675E+11	1.7136E+11	1.69392E+11	1.82148E+11	2.19109E+11	2.61316E+11	2.86413E+11	3.13301E+11	3.68272E+11	4.16716E+11	3.3133E+11	3.64802E+11	4.21761E+11	3.98952E+11	4.1379E+11	4.26678E+11	3.59577E+11	3.77878E+11	4.17179E+11	4.50892E+11	4.39941E+11	4.17561E+11
Belgium	BEL	Households and NPISHs Final consumption expenditure per capita growth (annual %)	NE.CON.PRVT.PC.KD.ZG	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	4.728225111	5.505396321	7.810187402	2.48148369	0.564696571	4.896489493	2.504612453	2.400742455	5.036986997	-0.922050567	0.420583905	2.466354146	-0.142264292	0.370531661	2.677854606	2.682291527	1.648632516	2.99007669	2.933147346	2.867283354	2.63819064	1.495542958	-0.836469795	2.079845341	1.363530068	1.764345432	1.287677281	2.919080094	1.878862157	2.56781793	0.596655518	0.161598804	0.297080924	0.627726418	0.887810434	1.105804514	1.345335711	0.577283975	-0.221532947	2.072214388	-0.43833505	0.840138368	1.19116479	0.106616138	0.998173998	1.057096027	1.49418429	1.409050837	0.909711339	-9.273950119
Belgium	BEL	Military expenditure (% of GDP)	MS.MIL.XPND.GD.ZS	3.397347867	3.259070074	3.284752167	3.216630963	3.213471659	2.973063602	3.112586029	3.134581624	3.115090011	2.931814996	2.918640097	2.898925919	2.880760041	2.835311133	2.761416188	3.065034539	3.093369534	3.143248647	3.261522061	3.261345018	3.250195386	3.366049436	3.269944591	3.19141317	3.007902449	2.931233854	2.953772624	2.901794793	2.628748416	2.460854324	2.355440459	2.287692847	1.83233253	1.735965893	1.67714315	1.565752151	1.540102651	1.476975796	1.463919265	1.385835559	1.341210276	1.276504166	1.215712208	1.214988156	1.149272139	1.091560058	1.051239186	1.094535301	1.213898317	1.160039922	1.084632861	1.043506795	1.04175649	1.008959479	0.970959791	0.909284202	0.894706236	0.883680595	0.890644486	0.89304295	1.080842257
Belgium	BEL	Secure Internet servers (per 1 million people)	IT.NET.SECR.P6	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	401.8140924	597.9201077	957.330071	1260.550852	1610.037312	2038.460215	3047.27862	8300.544045	13973.2428	19655.53078	24178.8744
Belgium	BEL	Logistics performance index: Competence and quality of logistics services (1=low to 5=high)	LP.LPI.LOGS.XQ	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	3.95	\N	\N	4.13	\N	3.98	\N	4.111112	\N	4.070602	\N	4.13	\N	\N
Belgium	BEL	Liner shipping connectivity index (maximum value in 2004 = 100)	IS.SHP.GCNW.XQ	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	73.4796827	76.44101255	77.6598452	79.80116185	79.64300906	78.16579445	80.37709077	78.11974031	82.24764676	86.3885288	83.54413631	84.37341426	85.38640882	89.53595643	87.75389195
Belgium	BEL	Methodology assessment of statistical capacity (scale 0 - 100)	IQ.SCI.MTHD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	CPIA financial sector rating (1=low to 6=high)	IQ.CPA.FINS.XQ	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	Public private partnerships investment in water and sanitation (current US$)	IE.PPN.WATR.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	Firms expected to give gifts in meetings with tax officials (% of firms)	IC.TAX.GIFT.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.2
Belgium	BEL	"Time to import, documentary compliance (hours)"	IC.IMP.TMDC	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.5	0.5	0.5	0.5	0.5	0.5	\N
Belgium	BEL	Informal payments to public officials (% of firms)	IC.FRM.CORR.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.9
Belgium	BEL	Depth of credit information index (0=low to 8=high)	IC.CRD.INFO.XQ	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	5	5	5	5	5	5	5	\N
Belgium	BEL	Subsidies and other transfers (% of expense)	GC.XPN.TRFT.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	69.91403772	70.92669121	71.66745701	72.24958218	73.12385434	73.26004042	74.14776248	74.94699644	75.65313599	77.90785701	73.70337769	78.23965585	78.96020547	79.70174612	80.50933013	80.66176782	80.40502266	79.42883731	81.27781532	81.0848001	81.66510121	82.68939087	83.41947349	84.16335411	84.61467501	\N
Belgium	BEL	Tax revenue (% of GDP)	GC.TAX.TOTL.GD.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	25.6224194	26.02989167	26.56702432	27.16304179	27.00951188	27.27474136	26.78651211	25.71234509	25.07661801	25.53796126	25.47132993	25.28775048	24.78853753	25.25416988	23.78146279	24.46824242	24.93665681	25.82414125	26.19084708	26.13452545	24.35453781	22.84232918	23.44711303	24.00759604	22.61269067	\N
Belgium	BEL	Social contributions (current LCU)	GC.REV.SOCL.CN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	31148500000	31868100000	32970800000	34311800000	35528800000	36475900000	38023200000	39880000000	40589900000	41808300000	42962400000	44941800000	47749800000	50460700000	51531000000	52610000000	55181500000	57429900000	58841100000	59627200000	61063300000	60235800000	62004500000	63452800000	65530400000	\N
Belgium	BEL	"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)"	FX.OWN.TOTL.SO.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	98.63459015	\N	\N	97.84509277	\N	\N	98.83979797	\N	\N	\N
Belgium	BEL	Wholesale price index (2010 = 100)	FP.WPI.TOTL	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Total reserves (includes gold, current US$)"	FI.RES.TOTL.CD	1526945821	1819222318	1756067570	1973351171	2227003947	2339311318	2357973398	2597706014	2486675902	2395121264	2946532105	3721848719	5028350688	8052357419	11403306217	9983533481	9173446261	10958484439	13591056963	22959057237	27973532283	18539741074	19545394588	17754310163	15102823617	16026466437	18899783761	25898989384	23145049666	22886849283	23788895634	22868663721	22146931621	21197694512	23474024354	24120463000	22609776070	20635950073	21012750278	13346240662	12271745172	13560301157	14697923742	14448826871	13990812128	11996383513	13436681104	16485311239	15680647981	23861674313	26779063929	29114266148	30768939404	26946175032	25444391273	24101851039	23480922147	26151437584	26856799009	28969986952	33296227565
Belgium	BEL	Level of water stress: freshwater withdrawal as a proportion of available freshwater resources	ER.H2O.FWST.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	109.663145	\N	\N	\N	\N	106.4714988	\N	\N	\N	\N	103.2798526	\N	\N	\N	\N	94.47174447	\N	\N	\N	\N	82.74815725	\N	\N	\N	\N	76.33906634	\N	\N	\N	\N	65.11056511	\N	\N	\N	\N	49.06633907	\N	\N	\N
Belgium	BEL	Urban population living in areas where elevation is below 5 meters (% of total population)	EN.POP.EL5M.UR.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	10.01913508	\N	\N	\N	\N	\N	\N	\N	\N	\N	9.907609604	\N	\N	\N	\N	\N	\N	\N	\N	\N	9.951888064	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)"	EN.ATM.PM25.MC.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	99.8690949	\N	\N	\N	\N	99.63689199	\N	\N	\N	\N	99.27541557	\N	\N	\N	\N	98.99788227	\N	\N	\N	\N	99.49558887	99.35474206	98.42810981	96.80229286	94.48915243	95.10434538	91.78911483	91.94854035	\N	\N	\N
Belgium	BEL	Agricultural methane emissions (% of total)	EN.ATM.METH.AG.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	37.51702533	39.19160186	39.02119499	39.53179698	40.82071467	41.33362402	40.84204649	40.83938561	41.87618226	42.42111315	42.65137534	43.02440795	42.96421255	44.17740029	44.33406039	44.11507057	45.38908551	47.63091704	50.61636493	51.2670236	58.80574452	58.85885886	58.67579909	59.15057915	58.78274268	59.11517925	59.3990755	59.07668232	59.53711093	61.9047619	61.88118812	63.87931034	64.31797651	65.48076923	65.14118793	65.9	66.02434077	66.80497925	67.83068783	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	CO2 emissions from gaseous fuel consumption (% of total)	EN.ATM.CO2E.GF.ZS	0.068504191	0.075083975	0.078484135	0.065864735	0.070748877	0.090422202	0.191704427	0.86324553	2.019733383	4.010560351	6.243979333	8.907395673	10.40107626	11.80586729	14.17491525	15.28966574	15.32972302	15.55510488	14.36784712	15.21102453	15.08252703	15.17696106	13.21708207	16.04546275	15.96229434	16.06528607	13.11755899	14.6514936	14.86096393	15.42057669	17.11557406	17.55307564	18.45088934	19.56554809	19.27967537	21.21079602	22.65588949	22.12020919	23.92563186	26.4413843	26.10798943	25.50848741	27.64226613	28.55815152	29.26653219	30.52352319	31.74579107	32.79929726	31.78318152	34.62071837	36.02249742	34.51361829	34.67740101	34.33945658	32.21640084	33.60389496	34.72219784	\N	\N	\N	\N
Belgium	BEL	Electricity production from oil sources (% of total)	EG.ELC.PETR.ZS	13.23257656	15.23488677	15.28070675	19.63108654	24.75305338	26.2119162	29.43306252	33.89894897	40.08314437	47.30670324	52.0820365	54.13545145	53.16243929	53.7239936	46.97263317	39.29148905	36.28589012	32.11931127	34.47061849	34.73653791	34.67065981	28.29114303	25.05702509	13.18706742	8.243620786	6.651380224	4.336960483	3.592343607	2.660324445	2.5464659	1.869345018	2.565111117	2.160761798	2.105097905	2.267980544	1.786005767	1.716841013	1.82633154	3.143466342	1.241513327	0.962874367	2.116563637	1.200904385	1.205107646	1.986888433	2.030125191	1.632522407	0.928845627	0.485744709	0.311783177	0.432683597	0.325791449	0.40798324	0.191081252	0.303488014	0.300511877	\N	\N	\N	\N	\N
Belgium	BEL	"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)"	DT.TDS.DPPG.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	Net official development assistance and official aid received (current US$)	DT.ODA.ALLD.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Net financial flows, RDB concessional (NFL, current US$)"	DT.NFL.RDBC.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Net official flows from UN agencies, ILO (current US$)"	DT.NFL.ILOG.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"External debt stocks, short-term (DOD, current US$)"	DT.DOD.DSTC.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)"	DC.DAC.SVKL.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Net bilateral aid flows from DAC donors, Finland (current US$)"	DC.DAC.FINL.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	Market capitalization of listed domestic companies (current US$)	CM.MKT.LCAP.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	9000100000	9400050000	10291330000	12507160000	13734380000	10033090000	8369180000	8565170000	10779010000	12342040000	20871330000	37336820000	41648090000	58786050000	74876060000	65449090000	71113600000	64104900000	77975730000	84124970000	1.01422E+11	1.18802E+11	1.36934E+11	2.44038E+11	1.84136E+11	1.82481E+11	1.65843E+11	1.27557E+11	1.73553E+11	2.73247E+11	2.88481E+11	3.96168E+11	3.85553E+11	1.67218E+11	2.59769E+11	2.68726E+11	2.29321E+11	2.99517E+11	3.74326E+11	3.78526E+11	4.14556E+11	3.78144E+11	4.37794E+11	3.21094E+11	\N	\N
Belgium	BEL	"Exports of goods and services (BoP, current US$)"	BX.GSR.GNFS.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	1.958E+11	2.1853E+11	2.61491E+11	2.85183E+11	3.07543E+11	3.61709E+11	4.1246E+11	3.34155E+11	3.69295E+11	4.28855E+11	4.07289E+11	4.26508E+11	4.36372E+11	3.59684E+11	3.77941E+11	4.18158E+11	4.51144E+11	4.40132E+11	4.17521E+11
Belgium	BEL	"Net financial account (BoP, current US$)"	BN.FIN.TOTL.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	6429672649	10808413548	9824036546	9220584786	7666311583	7480853506	-9659652041	4731719460	1304199304	-11824458262	4836546061	12210637848	707483995.4	8194487595	-2060938467	2660891228	-5388414782	-897235678	1718867139
Belgium	BEL	"Communications, computer, etc. (% of service imports, BoP)"	BM.GSR.CMCP.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	43.80484396	43.36320911	41.55749395	39.81481957	39.13547132	41.86767279	40.37491125	45.38191521	43.47059106	45.03583079	47.68593595	49.12550541	51.53508347	56.54168412	55.14496058	54.63510949	54.37495686	55.73224996	60.17961604
Belgium	BEL	Land area where elevation is below 5 meters (% of total land area)	AG.LND.EL5M.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	7.691376838	\N	\N	\N	\N	\N	\N	\N	\N	\N	7.691376838	\N	\N	\N	\N	\N	\N	\N	\N	\N	7.691376838	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Internally displaced persons, new displacement associated with disasters (number of cases)"	VC.IDP.NWDS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	50	10	\N
Belgium	BEL	Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)	TX.VAL.MRCH.R3.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	1.142569027	1.1023684	0.907118103	1.128360483	1.214055647	1.074861938	0.906267289	0.949138139	0.975202874	1.006301611	1.103405094	1.240412264	1.19490905	1.470849623	1.504010769	1.630359731	1.939860951	1.7616492	1.600597584	1.566287517	1.744115767	1.576363464	1.557800345	\N
Belgium	BEL	Medium and high-tech exports (% manufactured exports)	TX.MNF.TECH.ZS.UN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	49.68335854	49.58963552	49.93113341	50.5495203	52.01344713	52.52379862	53.18843135	52.90269818	53.74021258	53.97360046	53.73163872	55.97274693	56.86083777	57.25726707	56.53215432	55.9807957	55.40812533	55.1793005	54.66507135	56.29260909	54.91677385	53.17684717	52.70734297	51.86573825	52.80850084	54.71274668	55.10537999	54.42515804	53.36262711	56.23632506	\N
Belgium	BEL	Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports)	TM.VAL.MRCH.OR.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	11.66317653	11.20305044	11.72208381	12.06471382	11.85313962	11.81565211	11.995981	12.699548	13.37749458	14.1191457	14.73895048	14.96873773	14.20400009	15.40106708	16.54756334	15.73157208	15.62850589	17.08114886	17.42616078	17.43739193	17.80411491	17.40235453	17.07655913	\N
Belgium	BEL	"Tariff rate, applied, simple mean, primary products (%)"	TM.TAX.TCOM.SM.AR.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	5.87	6.23	6.78	6.57	6.61	5.52	5.55	13.06	11.09	9.61	9.21	9.51	7.93	9.87	6.42	6.54	6.85	7.36	7.24	6.51	5.94	6.25	6.3	5.84	5.6	5.38	5.72	5.69	5.32	5.16	5.24	5.87	2.21
