Data Source	World Development Indicators			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)"	SH.HIV.INCD.YG.P3	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Demand for family planning satisfied by modern methods (% of married women with demand for family planning)	SH.FPL.SATM.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	Number of under-five deaths	SH.DTH.MORT	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	303	277	257	248	249	250	245	231	211	190	173	164	162	163	164	164	158	149	139	128	118	109	99	90	82	75	69	63	59	54	51	48	46	44	43	41	40	39	38	37	36	36	36	35	34
Cyprus	CYP	Women who believe a husband is justified in beating his wife when she refuses sex with him (%)	SG.VAW.REFU.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Government expenditure per student, tertiary (% of GDP per capita)"	SE.XPD.TERT.PC.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	44.59101	56.96032	38.57723	41.04825	55.75497	47.03364	52.86496	54.32611	50.54004	51.44913	48.41747	34.63859	35.54752	\N	38.17135	32.45829	29.2699	26.51745	\N	\N	\N	\N
Cyprus	CYP	"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)"	SE.TER.CUAT.ST.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	23.58522034	23.43621063	25.29422951	27.9847393	29.29306984	28.79360008	30.44524956	29.35168076	34.50249863	34.55273056	36.31771088	35.95503998	38.29727936	\N	40.01671982	\N	41.01530838
Cyprus	CYP	Trained teachers in secondary education (% of total teachers)	SE.SEC.TCAQ.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"School enrollment, secondary, male (% gross)"	SE.SEC.ENRR.MA	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	58.45191956	60.44665146	64.18512726	66.5798111	65.44921875	69.68271637	70.19898987	67.93940735	67.63420868	68.05193329	67.41065216	68.40409851	68.02754974	70.29846191	70.7530899	67.59184265	63.96881866	61.03495026	62.05065155	63.26594925	64.56884003	66.26286316	92.24983978	93.09049225	94.29376984	93.200737	92.27536774	\N	91.83149719	92.35353088	93.00998688	95.91295624	97.62220764	96.43119812	95.65434265	95.80177307	96.90666962	97.79634094	97.75993347	90.91240692	92.15454865	94.45481873	98.10749054	99.37944031	100.1336136	99.79033661	101.1078568	101.5025711	102.4335022	\N
Cyprus	CYP	"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)"	SE.SEC.CUAT.PO.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	17.01701927	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	27.67971992	27.2963295	28.57070923	30.94157028	31.28347015	30.87501907	32.5500412	34.04319	35.67134094	35.75474167	37.22428894	36.89929962	38.23781967	\N	39.16585922	\N	40.11965942
Cyprus	CYP	"Adjusted net enrollment rate, primary, male (% of primary school age children)"	SE.PRM.TENR.MA	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	79.88424	78.53503	78.4992	78.17256	71.43391	69.20756	68.04543	68.69512	69.17179	68.27292	70.92236	67.46292	68.13838	68.63443	69.36708	74.08681	78.20327	79.87407	79.93458	78.859	79.15408	77.51218	97.59281	97.04539	96.28955	96.36006	96.19921	\N	\N	97.75502	97.27873	98.24807	98.46112	98.82313	\N	\N	\N	\N	\N	\N	\N	98.01603	97.08024	96.5197	97.51492	96.73055	97.35035	\N	\N	\N
Cyprus	CYP	"Persistence to grade 5, female (% of cohort)"	SE.PRM.PRS5.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	98.54538727	98.31424713	97.42472076	72.25250244	95.22937012	97.72084808	99.31057739	99.22251892	98.86898804	97.86416626	100	99.02236938	99.00424194	99.06213379	99.35153198	98.67182159	98.78227234	98.7407608	100	\N	99.56730652	99.19320679	99.16339874	99.91300201	\N	\N	\N	\N	96.31207275	99.27336884	98.29286957	98.72431183	98.29415894	97.71375275	99.6594696	98.7766571	96.77207947	\N	\N	\N	\N	96.66081238	92.71219635	97.66316986	98.99269104	99.21698761	\N	\N	\N	\N
Cyprus	CYP	"School enrollment, primary (% gross)"	SE.PRM.ENRR	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	87.8478775	86.24891663	85.68987274	86.13709259	77.86911011	78.45044708	77.75141144	78.57173157	78.67562866	74.89855957	74.12407684	70.4773407	70.61538696	71.08920288	71.87760925	77.05210114	81.02812195	82.34883118	82.66812897	82.37229156	81.97109985	80.46820068	101.0988083	100.7716217	99.88453674	99.78395081	99.79351044	\N	97.4384613	96.73135376	96.64961243	97.77345276	97.61051178	97.74523163	100.8579483	102.3869095	102.4738388	103.3517075	105.3647614	101.6243286	101.2005386	100.1753464	99.76197815	99.15271759	99.30011749	98.54550934	99.3066864	99.79544067	100.4776993	\N
Cyprus	CYP	"School enrollment, preprimary, female (% gross)"	SE.PRE.ENRR.FE	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	8.998789787	8.642780304	12.09879017	13.32571983	6.793690205	9.038040161	11.81637001	12.85925961	15.01583004	19.50332069	22.87973022	24.51691055	26.03653908	29.5316391	32.37767029	34.32194138	34.0821991	36.99798965	37.78807068	40.00302887	42.15232086	44.8064003	58.46205902	58.72444153	58.54764175	60.1579895	60.17374039	\N	60.41680145	57.24095917	59.60663986	59.26480865	59.77611923	60.92591095	63.89620972	77.96807098	79.18730927	81.92057037	80.17205811	79.06868744	79.12525177	77.26442719	78.38910675	77.33287048	79.72028351	80.44603729	83.21189117	84.01747894	85.77304077	\N
Cyprus	CYP	Real effective exchange rate index (2010 = 100)	PX.REX.REER	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	111.5041594	107.7411463	105.2249763	102.9969198	102.0437327	102.2091609	98.10996912	93.19540129	92.35069964	90.5969315	88.9513524	88.5226537	91.37858105	91.12597747	93.42056844	94.53383333	93.78295622	92.21883839	95.66877332	93.77334117	91.15355812	92.06242528	94.85214859	101.5223395	103.0019566	102.3584891	101.7130212	100.9286621	103.7472861	104.6629879	100	100.0585549	97.3754014	96.47532677	94.87091118	88.79790686	88.81294545	88.79735784	90.05866619	87.91261896	87.13661114
Cyprus	CYP	Adequacy of social safety net programs (% of total welfare of beneficiary households)	per_sa_allsa.adq_pop_tot	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	DEC alternative conversion factor (LCU per US$)	PA.NUS.ATLS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.9706	0.9483	0.8888	0.8591	0.8979	0.8963	0.9903	0.9837	0.8977	0.835	0.603	0.717	0.811	0.899	1.003	1.042	0.885	0.821	0.797	0.845	0.781	0.792	0.767	0.849	0.84	0.773	0.797	0.877	0.884	0.927	1.061	1.098	1.04	0.883	0.8	0.8041	0.7971	0.7306	0.6827	0.7198	0.7543	0.7184	0.7783	0.7529	0.7527	0.9013	0.9034	0.8852	0.8468	0.8933	0.8755
Cyprus	CYP	"GNI per capita, PPP (current international $)"	NY.GNP.PCAP.PP.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	13260	13460	14650	14760	15620	16220	16480	16810	19320	18530	19460	21230	22340	23290	24480	26320	28350	30770	34260	33790	32950	34190	31610	30020	29280	31610	34300	37160	39060	40390	37110
Cyprus	CYP	Gross domestic savings (% of GDP)	NY.GDS.TOTL.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	1.322969657	7.996396156	10.28126212	12.55675656	18.99015238	19.46599888	19.88584618	19.00672908	17.50681828	22.22222319	22.12252672	24.72359156	23.85686634	22.70654572	24.49821101	21.43834824	15.83354892	17.5158726	23.65407398	25.11847001	25.72592778	23.8265836	22.69562666	21.56576022	22.58550298	23.00993272	22.46347977	21.63036118	21.19541423	21.94657185	21.91539562	21.66961937	19.6240556	16.19345429	17.52806204	15.68391591	15.09963651	14.28977864	14.5056226	14.50342312	16.29517267	19.13484041	20.22761177	20.64241421	20.5254807	16.33268629
Cyprus	CYP	GDP growth (annual %)	NY.GDP.MKTP.KD.ZG	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	20.26629219	16.36200095	7.777403359	9.905569384	5.753244701	2.516998441	6.021708985	5.582181702	8.757894384	4.882540772	3.70395029	7.065250812	8.646777846	7.947425531	7.403999506	0.739501203	9.399999016	0.700000488	5.899998701	8.362469305	1.248581576	2.64089464	6.110846746	4.997960422	5.965310315	3.952560541	3.722956499	2.623286123	5.026343926	4.853003838	4.713828666	5.098068453	3.646811991	-2.015262359	2.014695707	0.401437941	-3.446822086	-6.553078255	-1.829309109	3.383079712	6.454554466	5.852540355	5.692841724	5.283187396	-5.2289881
Cyprus	CYP	"Inflation, GDP deflator (annual %)"	NY.GDP.DEFL.KD.ZG	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	8.028744407	8.896885736	11.07304426	13.13670498	14.15334345	12.38885231	10.35260037	5.044604104	8.181919733	5.667708629	4.150668939	3.861848708	3.193692658	4.751743926	5.433124951	3.88800616	6.041382276	4.803132987	5.270982343	13.59780684	2.641011122	2.236907357	1.965679711	2.301992019	2.74340599	3.660304745	0.296405182	5.387673986	2.709268188	2.019495113	3.086230037	4.138208469	4.734840121	0.263119072	1.880282357	1.61710658	1.675270124	-0.945904602	-1.333778547	-0.754048101	-0.572261904	1.038442846	1.003866522	1.12289749	-1.184871092
Cyprus	CYP	Adjusted savings: natural resources depletion (% of GNI)	NY.ADJ.DRES.GN.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.820748275	0.370848154	0.15748154	0.053408239	0.034999345	0	0.009466413	0.018742528	0.012949706	0.011578828	0.002914836	0.000873932	0.005220313	0.01351551	0.006615101	0.001259078	0.001054748	0.000677811	0	0	0.004121511	0.010682672	0.003995332	0.005825115	0.010385876	0.004373539	0.005150481	0.003532548	0.004535689	0	0	0.002799836	0.001708773	0.009675316	0.019502118	0.030426478	0.029620962	0.019913574	0.01569925	0.009121571	0	0.003285888	0.003136814	0.000144717	\N
Cyprus	CYP	"Services, value added (constant LCU)"	NV.SRV.TOTL.KN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	1345812682	1584237237	1888300626	2032430703	2274453271	2420049603	2604157580	2796688551	2971806414	3299824292	3508702211	3684874701	3947865192	4297545333	4761153024	5235803655	5361025900	5904914700	6021112200	6507916600	7507877000	7672753000	8015663000	8492921000	8943053000	9567701000	9869460000	10158200000	10345200000	10785017000	11375873000	12004191000	12622591000	13295754000	13427459000	13895240000	14191211000	13904859000	13168033000	13046719000	13428205000	14138948000	14978231000	15744985000	16505924000	15736092000
Cyprus	CYP	"Industry (including construction), value added (current LCU)"	NV.IND.TOTL.CN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	110546500	164538300	223997600	286703300	357439400	437060200	485071900	540430600	584341700	663279100	721542400	754689300	836360400	937851300	1024819100	1132119300	1221991800	1355091800	1380891700	1448723200	1540194000	1607201000	1645741000	1742808000	1799187000	1873832000	1985835000	2129572000	2313816000	2503507000	2651877000	2852824000	3186600000	3402065000	2979574000	2813623000	2527193000	2288750000	1936306000	1740350000	1824576000	2055933000	2299320000	2632955000	2949302000	2725175000
Cyprus	CYP	"Agriculture, forestry, and fishing, value added (current US$)"	NV.AGR.TOTL.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	77013834.65	91615369.08	97093422.79	105253091.2	131981796.4	206562189.1	193260251	200144389.6	170670077.9	203737487.5	182010364.7	226462033.9	275332521.3	306990840.7	316242958.6	383505505.8	357253030.3	395629204.7	369895053	376299166.7	474417852.5	458367628.6	374307867.7	444230769.2	409307443.4	364210179.1	401441712.2	432627884.6	487758776.9	534047500	504804128.8	456851085.2	485017793.6	582876812.7	516007224.2	530880286.4	593010857.5	501292560.7	487929339.9	428506709.2	371900588	451196590.7	424978535.9	442445677.8	465867010	476765277
Cyprus	CYP	Commercial service exports (current US$)	TX.VAL.SERV.CD.WT	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	100853677.2	117857037.4	166259458.9	254201043.3	345275223.4	391286104.5	449319178.2	494644574.2	564425528.4	603540285.9	773724503.7	1006866431	1209740933	1397826872	1760173216	1567517928	2216668091	2045012935	2397849615	3101541672	3046677514	3021615212	3297345776	3654863659	3798144880	4066760489	4080144892	4750937586	5478096397	5676331306	6188726180	7799539400	10653315666	9121693231	9201281919	10284229683	9651065009	10829722605	11509523951	10480980277	11743797363	13670980324	14557286648	15833115172	15185066425
Cyprus	CYP	Ores and metals exports (% of merchandise exports)	TX.VAL.MMTL.ZS.UN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	31.69421328	20.44424479	17.05120129	16.96729346	18.58329914	13.7954129	7.782975997	7.076597982	5.876961256	5.698828413	4.639434546	4.717392013	3.070431743	2.446649158	2.144610015	2.365885841	2.09738831	2.097991735	\N	0.658216094	0.702862927	0.684502633	0.720604321	1.037041044	1.351971335	1.138156607	1.998913812	4.615284222	4.376613584	5.398122579	4.850556677	4.846794194	4.894709686	4.801248926	4.299747799	6.942552964	12.56774987	14.22637857	12.62790012	11.04299142	13.6898329	16.84292834	16.44183074	11.49831377	9.443784647	6.734104306	5.293401588	4.724774623	4.215700775	4.576789066	4.873388818
Cyprus	CYP	Merchandise imports from low- and middle-income economies within region (% of total merchandise imports)	TM.VAL.MRCH.WR.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	ICT goods imports (% total goods imports)	TM.VAL.ICTG.ZS.UN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	6.92689908	6.044328774	5.720789849	6.40281147	7.16024064	10.78476331	7.461878395	5.20765362	4.664745005	5.187848556	4.689440327	4.55895157	4.10813882	4.443517168	3.608344924	3.875645706	3.553648041	3.437614573	3.501089709	4.067064743	4.532169682
Cyprus	CYP	"Tariff rate, most favored nation, simple mean, all products (%)"	TM.TAX.MRCH.SM.FN.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	6.24	6.26	8.25	7.05	7.14	7.06	7.05	9.01	8	7.97	7.14	6.79	6.19	6.48	6.13	6	5.83	5.97	5.94	5.57	5.47	5.44	5.6	5.61	5.76	5.71	5.71	5.72	5.69	5.62	5.6	6.16	4.32
Cyprus	CYP	"International tourism, expenditures (current US$)"	ST.INT.XPND.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	473482147.2	500428497.3	511000000	536000000	560000000	543000000	568000000	582000000	700293945.3	906639831.5	1001000000	1031161133	1553829346	1968000000	1742000000	1320000000	1366000000	1318000000	1254000000	1343000000	1453000000	1559318481	1378000000	1569000000	1596000000	880000000
Cyprus	CYP	Completeness of death registration with cause-of-death information (%)	SP.REG.DTHS.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	78.2	\N	\N	\N	\N	82.8	\N	\N	\N	\N	\N	\N	\N	85.3	86	\N	\N	\N	\N	68	\N	\N	\N	\N
Cyprus	CYP	Age dependency ratio (% of working-age population)	SP.POP.DPND	74.24916591	74.49700595	73.9162896	72.54683012	70.7794201	68.98201607	69.02999622	69.12918496	69.26625224	69.41164962	69.59112492	67.08514652	64.70429332	62.71976347	61.15299602	59.83336572	58.28161786	56.71080175	55.18736472	53.71916333	52.3030738	52.5883809	52.76290131	52.92733442	53.11579668	53.31558399	53.6534807	53.79990262	54.00842735	54.36947482	54.79092758	54.51080126	54.17307763	53.80179246	53.32192872	52.69276906	52.27755742	51.47662471	50.48006703	49.4463837	48.43093782	47.63445109	46.81666401	46.01736227	45.22378406	44.43162366	43.79842242	43.11827856	42.46073195	41.86444904	41.35105846	41.40853251	41.5149339	41.71297036	41.9915591	42.30525028	42.85009742	43.37323333	43.89918386	44.41555375	44.89803756
Cyprus	CYP	"Population ages 60-64, male (% of male population)"	SP.POP.6064.MA.5Y	3.329108486	3.212383665	3.11881223	3.140947923	3.284710092	3.471581642	3.599720288	3.693651858	3.799379721	3.923044248	4.021356655	3.898643087	3.792807917	3.733631509	3.725050165	3.743424339	3.652751423	3.569597405	3.516645416	3.498593427	3.499540754	3.485175194	3.456796494	3.422073861	3.392313633	3.373685143	3.379537844	3.392487906	3.391720385	3.376963832	3.362572723	3.379759244	3.40780979	3.436251853	3.463081663	3.495193299	3.515175452	3.543854025	3.578801125	3.627224009	3.70214565	3.81615116	3.911098692	3.964076427	3.98275027	3.996933564	4.097656427	4.22016123	4.348210519	4.464732617	4.56638264	4.656564973	4.727556326	4.778027474	4.814687006	4.845070907	4.916130574	4.987884196	5.057355351	5.13134556	5.218603048
Cyprus	CYP	"Population ages 20-24, male (% of male population)"	SP.POP.2024.MA.5Y	8.034665048	7.826258819	7.615581377	7.571122452	7.777722995	8.165126353	8.239661285	8.32533581	8.396164313	8.415028581	8.367548173	8.602780191	8.853523017	9.151150783	9.454213576	9.663215151	9.716951297	9.846152001	10.12067298	10.48700748	10.79097502	10.38499296	10.05162692	9.929268383	10.01822787	10.17056915	9.751817359	9.425216401	9.305922243	9.364928014	9.447264886	9.082157986	8.776331338	8.657036468	8.729226121	8.86860139	8.63108817	8.52390621	8.631020645	8.926045016	9.27629268	9.239906557	9.284379297	9.469892738	9.752581991	10.00741632	9.741230527	9.515189968	9.457012491	9.576696753	9.761295362	9.635027914	9.595211922	9.685294812	9.849255991	9.953817972	9.348838797	8.78416936	8.402201773	8.244993718	8.220687507
Cyprus	CYP	"Population ages 0-14, male (% of male population)"	SP.POP.0014.MA.ZS	38.14291344	37.97014904	37.50537301	36.85150985	36.16315434	35.50882977	34.92254009	34.28374869	33.63148358	32.97745312	32.32321234	31.37230024	30.4589824	29.69546845	29.09871164	28.59834352	27.96702428	27.32143767	26.69627035	26.09674646	25.51668787	25.53799117	25.50100473	25.46595202	25.45512879	25.46524615	25.61962359	25.67610754	25.7458756	25.86781614	26.00435889	25.86957234	25.70905583	25.51978441	25.26037541	24.90753671	24.73879064	24.37128761	23.89471776	23.38606645	22.86912607	22.44619995	21.96674706	21.45038047	20.89850159	20.32839296	19.95102418	19.55848324	19.16896772	18.78463899	18.40520391	18.1638099	17.93058911	17.73331818	17.56836197	17.41569845	17.40166886	17.35904266	17.3002227	17.21216692	17.07731718
Cyprus	CYP	"Life expectancy at birth, female (years)"	SP.DYN.LE00.FE.IN	71.655	71.993	72.32	72.636	72.943	73.241	73.53	73.81	74.082	74.346	74.603	74.853	75.097	75.335	75.566	75.792	76.013	76.229	76.439	76.644	76.844	77.039	77.23	77.415	77.597	77.774	77.949	78.12	78.288	78.453	78.616	78.776	78.934	79.088	79.24	79.389	79.536	79.681	79.825	79.967	80.106	80.24	80.368	80.494	80.618	80.748	80.892	81.053	81.232	81.428	81.634	81.841	82.04	82.225	82.391	82.539	82.671	82.794	82.913	83.032	\N
Cyprus	CYP	International migrant stock (% of population)	SM.POP.TOTL.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	5.714110546	\N	\N	\N	\N	7.241266839	\N	\N	\N	\N	8.489038861	\N	\N	\N	\N	11.34675465	\N	\N	\N	\N	17.02686908	\N	\N	\N	\N	16.83403415	\N	\N	\N	\N	\N
Cyprus	CYP	"Share of youth not in education, employment or training, female (% of female youth population)"	SL.UEM.NEET.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	11.28999996	12.17000008	21.52000046	11.25	9.579999924	10.92000008	11.07999992	12.82999992	14.19999981	14.39000034	16.98999977	15.26000023	14.72999954	16.92000008	16.04000092	11.68999958	13.14999962	13.52999973
Cyprus	CYP	"Labor force, total"	SL.TLF.TOTL.IN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	338393	349467	355050	364793	375057	385818	395692	406495	417870	429480	441245	462162	474225	495521	506173	519600	534263	553842	564611	571993	587534	590673	594715	599510	609418	600993	595904	604631	617517	628547	631523
Cyprus	CYP	Labor force with basic education (% of total working-age population with basic education)	SL.TLF.BASC.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	42.86000061	49.97000122	49.75999832	50.79000092	51.77000046	48.90999985	47.95999908	47.27000046	46.29999924	46.40000153	47.31000137	45.27000046	41.93999863	40.65000153	41.47000122	39.31000137	38.66999817	35.93000031	36.11999893	37.29000092	37.36999893
Cyprus	CYP	"Children in employment, work only (% of children in employment, ages 7-14)"	SL.TLF.0714.WK.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Cyprus	CYP	"Employment in services, female (% of female employment) (modeled ILO estimate)"	SL.SRV.EMPL.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	61.13999939	63.54999924	67.05000305	70.48000336	71.66999817	74.19999695	76.55000305	78.72000122	80.66000366	82.40000153	83.73000336	83.84999847	85	85.52999878	86.19999695	87.08999634	88.16000366	87.70999908	87.56999969	88.30999756	89.22000122	89.80000305	91.01000214	90.88999939	91.61000061	91.94999695	92.01999664	92.61000061	91.63999939	\N
Cyprus	CYP	"Contributing family workers, female (% of female employment) (modeled ILO estimate)"	SL.FAM.WORK.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	9.56000042	9.210000038	9.079999924	8.659999847	8.479999542	8.18999958	7.71999979	7.460000038	7.170000076	6.880000114	6.360000134	6.349999905	6.730000019	6.389999866	4.900000095	3.630000114	2.75	3.039999962	3.49000001	2.829999924	2.349999905	2.349999905	2.150000095	2.170000076	1.429999948	1.340000033	0.860000014	0.730000019	0.970000029	\N
Cyprus	CYP	Female share of employment in senior and middle management (%)	SL.EMP.SMGT.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	18.48999977	18.54999924	\N	\N	\N	\N	17.22999954	17.69000053	20.44000053	13.76000023	14.31999969	14.67000008	16.44000053	18.70000076	18.13999939	25.21999931	26.98999977	\N	\N	\N	\N
Cyprus	CYP	Child employment in agriculture (% of economically active children ages 7-14)	SL.AGR.0714.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
